,SHIPMENT ID,CUSTOMER,DISTANCE,CASES,WEIGHT,VOLUME,SOURCE LOCATION ID,ORIGIN NAME,ORIGIN CITY,ORIGIN STATE,ORIGIN ZIP,DEST LOCATION ID,CONSIGNEE NAME,DEST CITY,DEST STATE,DEST ZIP,ACTUAL CARRIER,ACTUAL MODE,ACTUAL EQUIP,LINEHAUL COSTS,FUEL COSTS,ACC. COSTS,TOTAL ACTUAL COST,PU_APPT,DL_APPT,PU_ARRIVAL (X3),PU_DEPARTED (AF),DL_ARRIVAL (X1),DL_DEPARTED (D1)
2930,MTNORAM.B21111M00125,-8.13096E+17,200.5,1403,41666.41,14.03,-5.40278E+17,4.85507E+18,BOLINGBROOK,IL,60440,-9.02108E+18,5.83517E+18,GRAND RAPIDS,MI,49512,-3.13586E+18,MTNORAM.TL,MTNORAM.53DV,940,62.16,0,1002.16,4/29/2021 12:00,4/30/2021 10:00,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2931,MTNORAM.B21111M00128,-8.13096E+17,405.36,2081,42325.61,20.81,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,-5.26386E+18,1.7116E+18,WAITE PARK,MN,56387,5.75705E+18,MTNORAM.TL,MTNORAM.53DV,1508,125.66,0,1633.66,4/27/2021 10:00,4/28/2021 12:00,4/27/2021 9:39,4/27/2021 11:28,4/28/2021 10:09,4/28/2021 11:36
2932,MTNORAM.B21111M00123,-8.13096E+17,585.39,1553,44007.86,15.53,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,1.65328E+18,-2.80218E+18,GREENSBORO,NC,27409,5.38831E+18,MTNORAM.TL,MTNORAM.53DV,2161.99,181.47,0,2343.46,4/23/2021 15:00,4/26/2021 8:30,4/23/2021 15:00,4/23/2021 15:00,4/26/2021 8:30,4/26/2021 8:30
2933,MTNORAM.B21111M00132,-8.13096E+17,1713.96,1357,43140.6,13.57,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.11004E+17,-1.33603E+18,BAKERSFIELD,CA,93309,-3.13586E+18,MTNORAM.TL,MTNORAM.53DV,3090,531.33,0,3621.33,4/27/2021 16:00,5/4/2021 7:00,4/27/2021 14:00,4/27/2021 15:00,NO EVENT,NO EVENT
2934,MTNORAM.B21111M00130,-8.13096E+17,118.6,1417,43695.16,14.17,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,1.84149E+18,-1.4786E+18,NEW BERLIN,WI,53151-0946,1.63884E+18,MTNORAM.TL,MTNORAM.53DV,395,37.2,0,432.2,4/22/2021 8:00,4/23/2021 13:00,4/22/2021 9:05,4/22/2021 10:22,4/23/2021 12:18,4/23/2021 12:56
2935,MTNORAM.B21111M00129,-8.13096E+17,337.96,1681,41429.8,16.81,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,8.68318E+18,-7.40848E+18,SAINT PAUL,MN,55116,5.38831E+18,MTNORAM.TL,MTNORAM.53DV,1161.3,104.77,0,1266.07,4/26/2021 11:00,4/27/2021 7:30,NO EVENT,NO EVENT,4/27/2021 8:30,4/27/2021 8:30
2936,MTNORAM.B21111M00133,-8.13096E+17,556.33,2149,43713.84,21.49,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,-4.77221E+18,-2.6842E+18,TULSA,OK,74116,5.75705E+18,MTNORAM.TL,MTNORAM.53DV,1936,172.46,0,2108.46,4/26/2021 14:00,4/28/2021 6:00,4/26/2021 13:55,4/26/2021 14:56,4/27/2021 7:38,4/27/2021 13:17
2937,MTNORAM.B21111M00136,-8.13096E+17,165.73,2097,43599.4,20.97,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,5.78052E+18,-9.10465E+18,INDIANAPOLIS,IN,46241,5.75705E+18,MTNORAM.TL,MTNORAM.53DV,827,51.38,0,878.38,4/27/2021 14:00,4/28/2021 11:00,4/27/2021 14:00,4/27/2021 18:59,4/28/2021 10:10,4/28/2021 11:50
2938,MTNORAM.B21111M00137,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/30/2021 10:00,5/1/2021 8:00,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2939,MTNORAM.B21111M00135,-8.13096E+17,17.2,1000,43270.16,10,5.51329E+18,-6.07919E+18,AMHERSTBURG,ON,N9V 2N8,4.8519E+18,1.46492E+18,WINDSOR,ON,N9C 3Z1,-1.57729E+18,MTNORAM.TL,MTNORAM.53DV,225,76.12,0,301.12,4/23/2021 0:00,4/22/2021 5:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2940,MTNORAM.B21111M00134,-8.13096E+17,897.5,1669,42698.48,16.69,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,1.37334E+18,3.13581E+18,KINGSTON,MA,2364,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,1655,380.65,75,2110.65,4/24/2021 2:00,4/28/2021 11:00,4/24/2021 5:46,4/24/2021 7:46,4/28/2021 11:00,4/28/2021 12:00
2941,MTNORAM.B21111M00141,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/28/2021 11:00,4/29/2021 9:00,4/28/2021 10:45,4/28/2021 13:00,NO EVENT,NO EVENT
2942,MTNORAM.B21111M00145,-8.13096E+17,1659.14,1441,43372.81,14.41,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,2.81673E+18,-2.50774E+18,SAN BERNARDINO,CA,92408,-3.13586E+18,MTNORAM.TL,MTNORAM.53DV,2440,514.33,0,2954.33,4/28/2021 11:00,5/5/2021 8:00,4/28/2021 10:00,4/28/2021 10:00,NO EVENT,NO EVENT
2943,MTNORAM.B21111M00142,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/29/2021 19:00,4/30/2021 17:00,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2944,MTNORAM.B21111M00143,-8.13096E+17,321,1345,41621.77,13.45,-5.40278E+17,4.85507E+18,BOLINGBROOK,IL,60440,-4.41154E+18,7.5623E+18,LOUISVILLE,KY,40258-0369,-3.13586E+18,MTNORAM.TL,MTNORAM.53DV,940,99.51,0,1039.51,4/29/2021 12:00,4/30/2021 9:00,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2945,MTNORAM.B21111M00144,-8.13096E+17,270.43,1289,36770.1,12.89,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,-8.50492E+18,6.19535E+18,ROCHESTER,MN,55904,5.38831E+18,MTNORAM.TL,MTNORAM.53DV,1200,83.83,0,1283.83,4/26/2021 13:00,4/28/2021 14:30,4/26/2021 13:00,4/26/2021 15:00,4/27/2021 7:30,4/27/2021 7:30
2946,MTNORAM.B21111M00148,-8.13096E+17,357.61,1789,43648.88,17.89,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,-8.5412E+17,-4.03496E+18,ATHENS,OH,45701,5.75705E+18,MTNORAM.TL,MTNORAM.53DV,1835,110.86,0,1945.86,4/26/2021 13:00,4/27/2021 8:00,4/26/2021 12:52,4/26/2021 14:39,4/27/2021 6:01,4/27/2021 8:35
2947,MTNORAM.B21111M00149,-8.13096E+17,337.96,1065,44885.36,10.65,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,8.68318E+18,-7.40848E+18,SAINT PAUL,MN,55116,5.38831E+18,MTNORAM.TL,MTNORAM.53DV,1161.3,104.77,0,1266.07,4/27/2021 12:00,4/28/2021 9:00,4/27/2021 12:00,4/27/2021 14:00,4/28/2021 10:00,4/28/2021 11:00
2948,MTNORAM.B21111M00146,-8.13096E+17,1710.93,1673,44297.22,16.73,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,4.60032E+18,3.30174E+18,SYLMAR,CA,91342,-3.13586E+18,MTNORAM.TL,MTNORAM.53DV,2440,530.39,0,2970.39,4/27/2021 16:00,5/4/2021 6:00,4/27/2021 14:00,4/27/2021 15:00,NO EVENT,NO EVENT
2949,MTNORAM.B21111M00147,-8.13096E+17,263.81,960,44294.4,9.6,6.76318E+18,-7.17555E+18,AMHERSTBURG,ON,N9V 2Z6,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,4.16192E+18,MTNORAM.TL,MTNORAM.53DV,710,81.78,0,791.78,4/28/2021 18:04,4/29/2021 9:00,4/28/2021 13:00,4/28/2021 13:30,NO EVENT,NO EVENT
2950,MTNORAM.B21111M00154,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/28/2021 20:00,4/29/2021 12:00,4/28/2021 20:00,4/28/2021 22:00,NO EVENT,NO EVENT
2951,MTNORAM.B21111M00151,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/28/2021 18:00,4/29/2021 10:00,4/28/2021 14:45,4/28/2021 16:45,NO EVENT,NO EVENT
2952,MTNORAM.B21111M00152,-8.13096E+17,2310.6,1201,37537,12.01,-4.89478E+18,-3.43621E+18,VALLEYFIELD,PQ,J6T 2G9,-5.1287E+18,-3.16447E+18,ST ALBERT,AB,T8N 6K3,7.26686E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,1850,268.62,0,2118.62,4/24/2021 0:00,4/30/2021 8:00,4/22/2021 23:03,4/24/2021 16:30,NO EVENT,NO EVENT
2953,MTNORAM.B21111M00150,-8.13096E+17,807.7,1715,42761.1,17.15,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,-9.11369E+17,7.70122E+18,ELIZABETH,NJ,7201,-5.72248E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,1087,250.01,70,1407.01,4/28/2021 3:00,4/28/2021 7:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2954,MTNORAM.B21111M00156,-8.13096E+17,214.97,2040,40024.8,20.4,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,5.75705E+18,MTNORAM.TL,MTNORAM.53DV,1075,66.64,0,1141.64,4/27/2021 11:00,4/28/2021 11:00,4/27/2021 10:30,4/27/2021 16:41,4/27/2021 22:15,4/28/2021 10:00
2955,MTNORAM.B21111M00157,-8.13096E+17,605.51,1182,39467.83,11.82,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,8.95085E+16,-4.28089E+18,MC DONOUGH,GA,30253,5.38831E+18,MTNORAM.TL,MTNORAM.53DV,2402.75,187.71,0,2590.46,4/27/2021 15:00,4/29/2021 8:30,4/27/2021 15:00,4/27/2021 17:00,NO EVENT,NO EVENT
2956,MTNORAM.B21111M00159,-8.13096E+17,1216.2,1008,41017.54,10.08,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,2.4559E+18,-9.9089E+17,LAKELAND,FL,33811,-5.72248E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,1269,291.87,70,1630.87,4/28/2021 3:00,4/26/2021 6:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2957,MTNORAM.B21111M00155,-8.13096E+17,1713.41,1765,42689.17,17.65,-5.40278E+17,4.85507E+18,BOLINGBROOK,IL,60440,3.02778E+18,-6.11466E+18,SANTA FE SPRINGS,CA,90670,-3.13586E+18,MTNORAM.TL,MTNORAM.53DV,2440,531.16,0,2971.16,4/26/2021 9:00,5/3/2021 7:00,NO EVENT,4/26/2021 8:00,NO EVENT,NO EVENT
2958,MTNORAM.B21111M00163,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/30/2021 7:00,5/1/2021 7:00,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2959,MTNORAM.B21111M00161,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/30/2021 16:00,5/1/2021 12:00,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2960,MTNORAM.B21111M00160,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/30/2021 11:00,5/1/2021 9:00,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2961,MTNORAM.B21111M00162,-8.13096E+17,214.97,2040,40392,20.4,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,5.75705E+18,MTNORAM.TL,MTNORAM.53DV,1075,66.64,0,1141.64,4/28/2021 11:00,4/29/2021 11:00,4/28/2021 10:10,4/28/2021 11:39,NO EVENT,NO EVENT
2962,MTNORAM.B21111M00165,-8.13096E+17,161.72,1711,43965.2,17.11,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,-3.27716E+18,4.3512E+18,GRAND RAPIDS,MI,49512,5.75705E+18,MTNORAM.TL,MTNORAM.53DV,947,50.13,0,997.13,4/26/2021 14:00,4/27/2021 7:00,4/26/2021 13:40,4/27/2021 7:47,4/27/2021 7:00,4/27/2021 8:00
2963,MTNORAM.B21111M00168,-8.13096E+17,879.5,1883,44155.42,18.83,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,4.03611E+18,-1.30228E+18,ORANGE,CT,6477,-3.13586E+18,MTNORAM.TL,MTNORAM.53DV,2890,243.17,0,3133.17,4/28/2021 15:00,4/24/2021 7:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2964,MTNORAM.B21111M00167,-8.13096E+17,2310.6,1201,37537,12.01,-4.89478E+18,-3.43621E+18,VALLEYFIELD,PQ,J6T 2G9,-5.1287E+18,-3.16447E+18,ST ALBERT,AB,T8N 6K3,7.26686E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,1850,268.62,0,2118.62,4/23/2021 0:00,4/30/2021 8:00,4/21/2021 16:25,4/23/2021 1:10,NO EVENT,NO EVENT
2965,MTNORAM.B21111M00164,-8.13096E+17,214.97,2040,40392,20.4,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,5.75705E+18,MTNORAM.TL,MTNORAM.53DV,1075,66.64,0,1141.64,4/28/2021 14:00,4/29/2021 14:00,4/28/2021 12:34,4/28/2021 15:29,NO EVENT,NO EVENT
2966,MTNORAM.B21111M00169,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/28/2021 8:00,4/29/2021 8:00,4/28/2021 7:45,4/28/2021 10:00,NO EVENT,NO EVENT
2967,MTNORAM.B21111M00171,-8.13096E+17,1718.24,55,2385.64,0.55,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,4.14858E+18,5.73796E+18,WILMINGTON,CA,90744,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,411.55,58.85,0,470.4,4/23/2021 8:00,4/30/2021 21:04,4/26/2021 19:05,4/26/2021 20:22,NO EVENT,NO EVENT
2968,MTNORAM.B21111M00172,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/28/2021 20:00,4/29/2021 12:00,4/28/2021 19:45,4/28/2021 22:00,NO EVENT,NO EVENT
2969,MTNORAM.B21111M00174,-8.13096E+17,1322.2,2002,42402.36,20.02,-8.9505E+18,-8.1374E+18,LAREDO,TX,78045,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-7.15291E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,1695,389.85,75,2159.85,4/20/2021 5:04,4/21/2021 6:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2970,MTNORAM.B21111M00173,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/30/2021 10:00,5/1/2021 8:00,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2971,MTNORAM.B21111M00177,-8.13096E+17,234.15,1337,39740.11,13.37,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,1.94546E+18,1.83827E+18,BELLEVILLE,IL,62220,5.38831E+18,MTNORAM.TL,MTNORAM.53DV,1173.22,72.59,0,1245.81,4/28/2021 16:00,4/29/2021 9:30,4/28/2021 16:30,4/28/2021 18:00,NO EVENT,NO EVENT
2972,MTNORAM.B21111M00180,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/28/2021 10:00,4/29/2021 9:00,4/28/2021 9:45,4/28/2021 12:00,NO EVENT,NO EVENT
2973,MTNORAM.B21111M00184,-8.13096E+17,214.97,2040,40392,20.4,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,5.75705E+18,MTNORAM.TL,MTNORAM.53DV,1075,66.64,0,1141.64,4/27/2021 9:00,4/28/2021 9:00,4/27/2021 8:25,4/27/2021 9:30,NO EVENT,NO EVENT
2974,MTNORAM.B21111M00183,-8.13096E+17,1322.2,2002,42402.36,20.02,-8.9505E+18,-8.1374E+18,LAREDO,TX,78045,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-7.15291E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,1695,389.85,75,2159.85,4/20/2021 5:04,4/21/2021 6:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2975,MTNORAM.B21111M00191,-8.13096E+17,214.97,2040,40024.8,20.4,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.64,0,1416.64,4/27/2021 12:00,4/28/2021 12:00,4/27/2021 12:00,4/27/2021 12:45,4/28/2021 10:00,4/28/2021 12:00
2976,MTNORAM.B21111M00188,-8.13096E+17,13.08,1000,43270.16,10,5.51329E+18,-6.07919E+18,AMHERSTBURG,ON,N9V 2N8,4.8519E+18,1.46492E+18,WINDSOR,ON,N9C 3Z1,-3.13586E+18,MTNORAM.TL,MTNORAM.53DV,175,58.1,0,233.1,4/23/2021 0:00,4/27/2021 7:00,4/23/2021 21:27,4/23/2021 20:42,4/27/2021 6:16,4/27/2021 8:47
2977,MTNORAM.B21111M00186,-8.13096E+17,332.58,1661,43048.25,16.61,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,3.78208E+18,-8.77931E+18,SEDALIA,MO,65301,5.38831E+18,MTNORAM.TL,MTNORAM.53DV,1435.32,103.1,0,1538.42,4/26/2021 14:00,4/27/2021 14:00,4/26/2021 14:00,4/26/2021 14:00,4/27/2021 7:00,4/27/2021 7:00
2978,MTNORAM.B21111M00189,-8.13096E+17,214.97,2040,40024.8,20.4,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.64,0,1416.64,4/27/2021 15:00,4/28/2021 15:00,4/27/2021 15:00,4/27/2021 17:00,4/28/2021 8:00,4/28/2021 10:00
2979,MTNORAM.B21111M00190,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/28/2021 19:00,4/29/2021 11:00,4/28/2021 19:00,4/28/2021 21:00,NO EVENT,NO EVENT
2980,MTNORAM.B21111M00193,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/28/2021 7:00,4/29/2021 7:00,4/28/2021 6:45,4/28/2021 8:00,NO EVENT,NO EVENT
2981,MTNORAM.B21111M00194,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/30/2021 15:00,5/1/2021 10:00,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2982,MTNORAM.B21111M00198,-8.13096E+17,267.89,1188,41342.4,11.88,-2.2884E+18,7.69125E+18,LOUISVILLE,KY,40216,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,4.95993E+18,MTNORAM.TL,MTNORAM.53DV,758.67,83.05,0,841.72,4/21/2021 0:00,4/26/2021 20:00,4/26/2021 8:03,4/26/2021 8:34,4/26/2021 19:02,4/26/2021 19:51
2983,MTNORAM.B21111M00200,-8.13096E+17,337.96,1081,42241.22,10.81,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,8.68318E+18,-7.40848E+18,SAINT PAUL,MN,55116,5.38831E+18,MTNORAM.TL,MTNORAM.53DV,1161.3,104.77,0,1266.07,4/26/2021 12:00,4/27/2021 10:30,4/26/2021 12:00,4/26/2021 12:00,4/28/2021 7:30,4/28/2021 7:30
2984,MTNORAM.B21111M00201,-8.13096E+17,706.62,1537,42594.63,15.37,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,6.12432E+18,5.53099E+18,FARMVILLE,NC,27828,5.38831E+18,MTNORAM.TL,MTNORAM.53DV,2916.88,219.05,0,3135.93,4/26/2021 13:00,4/28/2021 10:30,4/26/2021 12:00,4/26/2021 14:00,4/28/2021 10:30,4/28/2021 10:30
2985,MTNORAM.B21111M00203,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/28/2021 9:00,4/29/2021 8:00,4/28/2021 8:45,4/28/2021 11:00,NO EVENT,NO EVENT
2986,MTNORAM.B21111M00199,-8.13096E+17,337.96,1065,44885.36,10.65,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,8.68318E+18,-7.40848E+18,SAINT PAUL,MN,55116,5.38831E+18,MTNORAM.TL,MTNORAM.53DV,1161.3,104.77,0,1266.07,4/27/2021 13:00,4/28/2021 11:30,4/27/2021 13:00,4/27/2021 15:00,4/28/2021 12:00,4/28/2021 14:00
2987,MTNORAM.B21111M00202,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/30/2021 13:00,5/1/2021 10:00,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2988,MTNORAM.B21111M00204,-8.13096E+17,1379.5,1441,42560.65,14.41,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,-6.11976E+18,1.3239E+18,WEST VALLEY,UT,84128,-5.72347E+17,MTNORAM.INTERMODAL,MTNORAM.53DV,1995,458.85,75,2528.85,4/30/2021 2:00,5/6/2021 7:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2989,MTNORAM.B21111M00206,-8.13096E+17,813.43,1750,41684.31,17.5,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.92586E+18,-4.19931E+18,SAINT ROSE,LA,70087,5.38831E+18,MTNORAM.TL,MTNORAM.53DV,2394.24,252.16,0,2646.4,4/26/2021 13:00,4/28/2021 4:30,4/26/2021 14:41,4/26/2021 17:04,4/28/2021 5:30,4/28/2021 7:15
2990,MTNORAM.B21111M00207,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/28/2021 19:00,4/29/2021 11:00,4/28/2021 19:00,4/28/2021 21:00,NO EVENT,NO EVENT
2991,MTNORAM.B21111M00211,-8.13096E+17,214.97,2040,40024.8,20.4,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.64,0,1416.64,4/27/2021 17:00,4/28/2021 17:00,4/27/2021 17:00,4/27/2021 18:00,4/28/2021 9:00,4/28/2021 11:00
2992,MTNORAM.B21111M00209,-8.13096E+17,168.08,1697,43082.22,16.97,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,-3.41217E+18,8.7415E+18,INDIANAPOLIS,IN,46236,5.75705E+18,MTNORAM.TL,MTNORAM.53DV,827,52.1,0,879.1,4/26/2021 7:00,4/26/2021 14:00,4/26/2021 7:00,4/26/2021 10:29,4/27/2021 12:30,4/27/2021 14:00
2993,MTNORAM.B21111M00213,-8.13096E+17,214.92,1369,40153.55,13.69,-2.51176E+18,-5.95049E+18,LA CROSSE,WI,54601,-2.63175E+18,-2.28206E+18,BOLINGBROOK,IL,60440,9.62113E+17,MTNORAM.TL,MTNORAM.53DV,1350,66.63,0,1416.63,4/30/2021 20:00,5/1/2021 17:00,NO EVENT,NO EVENT,NO EVENT,NO EVENT
2994,MTNORAM.B21111M00215,-8.13096E+17,605.51,1469,40329.6,14.69,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,8.95085E+16,-4.28089E+18,MC DONOUGH,GA,30253,5.38831E+18,MTNORAM.TL,MTNORAM.53DV,2402.75,238.7,0,2641.45,4/27/2021 16:00,4/29/2021 9:30,4/27/2021 15:55,NO EVENT,NO EVENT,NO EVENT
